@RELATION weka

@ATTRIBUTE doc		STRING
@ATTRIBUTE classX	{0.0, 1.0}

@DATA
"natural mediterranean blue green untouched bare rugged primitive authentic supernatural good slow austere beautiful close original appear centered royal good terrifying cyclop magic faithful unparalleled brilliant international typical greek amazing albanian good convincing strange nausicaa famous strange big european france french black white left vivid french wonderful italian french german english unknown forget everthere classic impressive short meretricious special gory afar ",1.0
"drag central hard relative human wellknown civil try carry willing particular grim international local willing associate best worst coulouris long official civil typical impeccable native english sharp second sad long act spark dual fine bleak novel hidden dan suspicious foreign worth best ",1.0
"extreme emotional violent gueule devastating teenage sexual violent young sexy little cloudy incapable challenging fabulous great rugby impressive bland inexpressive distressed fine ",1.0
"favorite funniest excellent funny resorting unfunny classic ",1.0
"great big right great thismy upbut mean believe great good ",1.0
"great sow think true great little true peaceful true true little best long good tell thank ",1.0
"amazing inspiring recommend special human true inner tremendous subject subject interesting light particular thank true ",1.0
"feel dont bad dont bad sunny hard wrack entire dont know dont ",1.0
"elementary bizarre subsequent remember theatrical awfuli equivalent second assume wrong didnt ridiculous responsible urban stereotypical teen popular late cheesycampy positive stylistic humorous romantic unusual campy humorous likely subtract various clichrooted implausible light clichd implausible ludicrous typical teen prime extravagant similar selfaware contextual worthwhile didnt want urban wanted putative novel savage different fine think right novel horrorthriller centered wont familiar helpful divergent look independent similar impeccable lush deep interesting good admirable dark humorous funniest good prone ",1.0
"handy twisted handy revive handy wasnt strange dysfunctional poor motherthough portray positive light great brilliant enjoyable ",1.0
"henpecked inherit beware brideless best new cooking new double green good new new beware watchable entertaining brideless new funny new ",1.0
"ultimate pervert slovenian freudianlacanian second sister notable humorous engaging best particular great close blue partial basic freudian psychoanalytic dynamic hilarious arent likely balk original old bizarre little enthusiastic bold oedipal essential spoonful digest weird certain ",1.0
"dead new desperate golden willing suspend funny come funny real funny funny good ",1.0
"minor successful sarandon commit past left catholic live real logan wonderful furnished old reasonable weird catholic new new weird happen miss dead creepy underrated best terrific creepy lurid present famous ninetitle ",1.0
"funniest hilarious funniest pure funny ",1.0
"latest shocking indian british british nearby british return military usual shocking current impoverished excellent representative dramatic british evict easy best ",1.0
"original changedits true frank sing nice frank sinatra great voicestubby hard follow bestvivian excellent favorite perfect timeless thingi regional ",1.0
"say favorite superior final black white detract sappy main female obvious need dimensional spirited helpless dubious homing giant velvety true funny ",1.0
"romantic bored special high romantic quiet fake pretentious unjust focus narrow predictable notting ",1.0
"great original great tony sound great good sweet fast correct easy follow great forget crappy bad good bad ",1.0
"tony tony loving ruthless main arent talented imperioli acclaimed brilliant best convincing chianese proval okay notable stunning second unconvincing strong dull predictable ",1.0
"believe wild hellthose poor young little assi know wouldi imagine little ",1.0
"remember impressive favourite favourite neverthelessand real good good easilythe intellectual deep martial magical want sound supersonic funny bad publish suprised good ",1.0
"natali inept wring wet natural believe large simple send forget good misleading fortunate comedic confusedif brilliant philosophise strong white faulty hard determine lack certain short dull questionable unlikeable real enjoyable worth ",1.0
"latest fest david agoraphobic bothersome doesnt yeah disappear white interesting long dead lifelong great improve supernatural worth ",1.0
"urban original early urban great armed trusty okay primal make easierlike subsequent early passedso new campy dated cheesy charming entertaining dont predictable new ",1.0
"good worth poetic yourselfpasqual amazing need understand single understand magic ",1.0
